ID,Utterance,Speaker,Dialogue_ID,Target
TRAIN_5436,What kind of scary-ass clowns came to your birthday?,Chandler,576,anger
TRAIN_5437,"Okay, some tricks of the trade.",Joey,577,neutral
TRAIN_5438,"Now, I’ve never been able to cry as an actor, so if I’m in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling.",Joey,577,neutral
TRAIN_5439,"Or ah, or, let’s say I wanna convey that I’ve just done something evil.",Joey,577,neutral
TRAIN_5440,"That would be the basic ‘I have a fishhook in my eyebrow and I like it’  Okay, let’s say I’ve just gotten bad news, well all I do there is try and divide 232 by 13.",Joey,577,neutral
TRAIN_5441,And that’s how it’s done.,Joey,577,neutral
TRAIN_5442,"Great soap opera acting tonight everybody, class dismissed.",Joey,577,joy
TRAIN_5443,"Hey, Mr. Trib.",Student,577,neutral
TRAIN_5444,Hey-hey.,Joey,577,joy
TRAIN_5445,Then I’m gonna have to ask you to keep it down.,Phoebe,578,neutral
TRAIN_5446,Who are you?,Mr. Heckles,578,surprise
TRAIN_5447,"Hi, I’m Eric, I’m gonna be Chandler’s new roommate.",Eric,578,neutral
TRAIN_5448,I’m Chandler’s new roommate.,Mr. Heckles,578,surprise
TRAIN_5449,I-I-I don’t think so.,Eric,578,surprise
TRAIN_5450,I could be Chandler’s new roommate.,Mr. Heckles,578,surprise
TRAIN_5451,"But, he told me over the phone.",Eric,578,surprise
TRAIN_5452,He told me in person.,Mr. Heckles,578,neutral
TRAIN_5453,That’s weird.,Eric,578,surprise
TRAIN_5454,"Well, I’m going to go into my new apartment now.  Ehh!",Mr. Heckles,578,joy
TRAIN_5455,Hey! Look who I found!,Phoebe,579,surprise
TRAIN_5456,"Oh, hey guys!",Chandler,579,joy
TRAIN_5457,"Y’know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden.",Phoebe,580,neutral
TRAIN_5458,"Yes, if the presents are hidden south for the winter.",Chandler,580,neutral
TRAIN_5459,Or we could just follow your clever jokes – any ideas?,Phoebe,581,neutral
TRAIN_5460,Didn’t think so!,Phoebe,582,neutral
TRAIN_5461,"Okay, c’mon guys, show us where the presents are!",Phoebe,583,neutral
TRAIN_5462,"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that’s as good as garbage?",Chandler,583,anger
TRAIN_5463,"Hmm, how about my azzz?",Phoebe,583,neutral
TRAIN_5464,"Hey, this is hollow.",Rachel,583,neutral
TRAIN_5465,What?,Phoebe,583,surprise
TRAIN_5466,"This bench, it’s hollow! I can’t believe I never knew that!  Oh, the presents!!!",Rachel,583,surprise
TRAIN_5467,"No, don’t look directly at them!",Phoebe,583,fear
TRAIN_5468,What?,Chandler,583,surprise
TRAIN_5469,"Alright, no, we could look at them!",Phoebe,583,neutral
TRAIN_5470,I,Monica,583,neutral
TRAIN_5471,"Hi! I’m so glad you’re here, but it’s gonna be a while. I-I wished you’d called first.",Ross,584,joy
TRAIN_5472,"Oh that’s all right, I’m coming back later with your father.",Mrs. Geller,584,neutral
TRAIN_5473,Oh good.,Ross,584,joy
TRAIN_5474,I actually needed to talk to you before the birth.,Mrs. Geller,584,neutral
TRAIN_5475,"Okay, what’s up?",Ross,584,neutral
TRAIN_5476,"I brought something that I want to give you, assuming of course that you want it.",Mrs. Geller,584,neutral
TRAIN_5477,"Ma, you’re asking me to marry you?",Ross,584,surprise
TRAIN_5478,"This is your grandmother’s engagement ring, I want you to give it to Rachel.",Mrs. Geller,584,joy
TRAIN_5479,"Mom no, come on! Thank you.",Ross,584,surprise
TRAIN_5480,Just hear me out!,Mrs. Geller,584,fear
TRAIN_5481,"Maybe this would’ve happened if I’d been more nurturing, or I’d paid more attention, or I... had a uterus.",Ross,585,sadness
TRAIN_5482,I can’t believe this!,Ross,585,sadness
TRAIN_5483,"I know no, no, y'know you don’t deserve this, you don’t Ross.",Phoebe,585,sadness
TRAIN_5484,"You’re, you’re really, you’re so good.",Phoebe,585,sadness
TRAIN_5485,Thanks.,Ross,585,sadness
TRAIN_5486,And you’re so sweet.  And you’re kind,Phoebe,585,neutral
TRAIN_5487,Thanks.,Ross,585,sadness
TRAIN_5488,"Wait, wait, wait, wait, wait.",Ross,585,surprise
TRAIN_5489,"Okay, it’s okay.",Phoebe,585,neutral
TRAIN_5490,"Wait, wait, wait.",Ross,585,joy
TRAIN_5491,My foot is stuck in the pocket.,Ross,585,sadness
TRAIN_5492,What?,Phoebe,585,surprise
TRAIN_5493,"No, I can’t get it out.",Ross,585,sadness
TRAIN_5494,Rachel?,Mark,586,neutral
TRAIN_5495,Yeah.  Hi Mark!,Rachel,587,surprise
TRAIN_5496,"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",Mark,587,joy
TRAIN_5497,"Oh, I did!",Rachel,587,surprise
TRAIN_5498,Yes.,Mark,587,joy
TRAIN_5499,Oh my God!!,Rachel,587,surprise
TRAIN_5500,Congratulations...oh..wow,Joey,587,joy
TRAIN_5501,I can’t believe I did this! What an idiot!,Chandler,588,anger
TRAIN_5502,"Oh, stop beating yourself up!",Monica,588,sadness
TRAIN_5503,People make mistakes!,Monica,588,neutral
TRAIN_5504,These things happen!,Monica,588,neutral
TRAIN_5505,There aren’t any message you’ve forgotten to give me are there?,Monica,588,neutral
TRAIN_5506,Apparently you’re not very good at it!,Monica,588,anger
TRAIN_5507,I,Monica,588,neutral
TRAIN_5508,Philadelphia.,Earl,589,neutral
TRAIN_5509,"Oh my God! So was she! Oh, I’ve got-I’ve got goose bumps.",Phoebe,589,surprise
TRAIN_5510,Really?,Earl,589,surprise
TRAIN_5511,"Well, y’know I’m wearing layers and it’s warm.",Phoebe,589,neutral
TRAIN_5512,Yeah.,Joey,589,joy
TRAIN_5513,"But if—no look, okay. These jerks might not care about you, but the universe does! And that says a lot!",Phoebe,589,sadness
TRAIN_5514,Did you hear that?!,Earl,589,neutral
TRAIN_5515,I don’t need you guys to care about me!,Earl,589,anger
TRAIN_5516,Because the universe cares!,Earl,589,joy
TRAIN_5517,The whole universe!,Earl,589,joy
TRAIN_5518,I really wished they’d care just a little bit though.,Earl,589,sadness
TRAIN_5519,"I like this one.  It seems to say, ""I love you and that’s why I have to kill you.""",Ross,590,joy
TRAIN_5520,"They can’t all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",Monica,590,joy
TRAIN_5521,Oh my God! Those are my bedroom eyes?! Why did you ever sleep with me?,Chandler,590,surprise
TRAIN_5522,Do you really want to pull at that thread?,Monica,590,surprise
TRAIN_5523,I’m having a really good time!,Phoebe,590,joy
TRAIN_5524,Me too! I’m sorry that guy in the subway licked your neck.,Kyle,590,sadness
TRAIN_5525,"Ohh. No that’s okay, he’s a friend.",Phoebe,590,neutral
TRAIN_5526,"Hey uh, I don’t mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",Kyle,590,fear
TRAIN_5527,"Yeah, I… Well y’know I-I mean I missed the-the semi-finals, so I’d just be lost.",Phoebe,590,sadness
TRAIN_5528,"I know it’s really lame, but I got these tickets from my boss and—Oh no! No! No! My God!",Kyle,590,surprise
TRAIN_5529,"Okay, don’t freak out. I’ll go.",Phoebe,590,neutral
TRAIN_5530,"No it’s… Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",Kyle,590,anger
TRAIN_5531,"Okay, I know. Hold on.  Hey Ross?",Phoebe,590,neutral
TRAIN_5532,Yeah?,Ross,590,neutral
TRAIN_5533,"Yeah, umm that’s Whitney , Kyle’s ex-wife out there, now do you think that you can y’know divert her so that we can slip out?",Phoebe,590,neutral
TRAIN_5534,What?! No!,Ross,590,surprise
TRAIN_5535,Well okay but I have two tickets to the ballroom dance finals.,Phoebe,590,neutral
TRAIN_5536,"Look, I don’t think so Pheebs.  All right, I’ll do it. But just because you’re a friend.",Ross,590,neutral
TRAIN_5537,"Well, I-I-I'm done with this. You want anything Ross? Sports? International? Apartment listings?",Chandler,591,neutral
TRAIN_5538,I'll take sports.,Ross,591,neutral
TRAIN_5539,Mine!,Joey,591,neutral
TRAIN_5540,"All right. Uhh, international.",Ross,591,neutral
TRAIN_5541,"Okay, look, I-I know what you guys are going to say",Ross,592,neutral
TRAIN_5542,You two will have very hairy children.,Phoebe,592,disgust
TRAIN_5543,"Okay, I didn't know you would say that.",Ross,592,surprise
TRAIN_5544,Ross! Janice?!,Rachel,592,anger
TRAIN_5545,"All right, hold on!",Joey,592,neutral
TRAIN_5546,Hold on.,Joey,592,neutral
TRAIN_5547,Hold on.,Joey,592,neutral
TRAIN_5548,"This is Ross, okay?",Joey,592,neutral
TRAIN_5549,He's our friend.,Joey,592,neutral
TRAIN_5550,He obviously went crazy.,Joey,592,anger
TRAIN_5551,He obviously lost his mind.,Joey,592,anger
TRAIN_5552,So are you actually gonna see her again?,Phoebe,592,neutral
TRAIN_5553,Phoebe! Don't put ideas in his head!,Joey,592,anger
TRAIN_5554,Damnit Phoebe!!,Joey,592,anger
TRAIN_5555,"Hey, don’t we have to...",Ross,593,neutral
TRAIN_5556,"Yeah, we got, um-hmm.",Chandler,593,neutral
TRAIN_5557,"Umm, I think you’re really, really great...",Phoebe,593,joy
TRAIN_5558,Oh God!,Robert,593,sadness
TRAIN_5559,Here we go again.,Robert,593,sadness
TRAIN_5560,Why does this keep happening to me?,Robert,593,anger
TRAIN_5561,Is it something I’m putting out there?,Robert,593,sadness
TRAIN_5562,Is this my fault?,Robert,593,sadness
TRAIN_5563,Or am I just nuts?,Robert,593,sadness
TRAIN_5564,"I-I-I-I-I don’t know, I don’t know what to say.",Phoebe,593,surprise
TRAIN_5565,"Hey buddy, this is a family place, put the mouse back in the house.",Gunther,593,disgust
TRAIN_5566,Wait!,Joey,594,sadness
TRAIN_5567,Terry!,Joey,594,sadness
TRAIN_5568,Please!,Joey,594,sadness
TRAIN_5569,"Look, I just lost my other job.",Joey,594,sadness
TRAIN_5570,Okay?,Joey,594,neutral
TRAIN_5571,You have no idea how much I need this.,Joey,594,sadness
TRAIN_5572,"Please, help me out, for old times sake.",Joey,594,sadness
TRAIN_5573,This poor guy’s been in a coma for five years. It’s hopeless.,Nurse #1,594,sadness
TRAIN_5574,"It’s not hopeless! Dr. Stryker Ramoray’s a miracle worker. Look, here he comes.",Nurse #2,594,joy
TRAIN_5575,"Good morning.  Drake, it’s your brother Stryker. Can you hear me?",Dr. Stryker Ramoray,594,neutral
TRAIN_5576,I’m back baby! Ha-ha-ha!,Joey,594,joy
TRAIN_5577,That kid really kicked me hard on the plane.,Monica,595,anger
TRAIN_5578,Well you did pull his hair.,Chandler,595,neutral
TRAIN_5579,He took my snack!,Monica,595,anger
TRAIN_5580,I’m not getting into this again!,Chandler,595,anger
TRAIN_5581,"Okay! Oh God, y’know what? It’s really bad.",Monica,595,sadness
TRAIN_5582,"Well, I told you not to walk. Here.  There. Okay.",Chandler,595,anger
TRAIN_5583,"This doesn’t mean anything, does it?",Monica,595,fear
TRAIN_5584,Of course! Only an idiot would wear this stuff if you didn’t have the car! Right?,Joey,596,anger
TRAIN_5585,That is true.,Chandler,596,neutral
TRAIN_5586,"Yeah, but only a genius would swallow a sonic blaster gun.",Phoebe,596,neutral
TRAIN_5587,"Oh, I’ve been there. Yeah, I am gonna go drive my Porsche.",Joey,596,neutral
TRAIN_5588,"Joey, you know you don’t actually have one.",Monica,596,neutral
TRAIN_5589,Come on! What are you doing?! I’m in character! Would you talk to her!,Joey,596,sadness
TRAIN_5590,"Ahh, I think it just moved. It’s really poking me.",Chandler,596,anger
TRAIN_5591,"All right, that’s it, we’re going to the emergency room.",Monica,596,neutral
TRAIN_5592,"What?! No, you can’t, you can’t leave me here with them! We’re baby-sitting!",Phoebe,596,anger
TRAIN_5593,"The babies are asleep, I’m sure you’ll be okay on your own for a while!",Monica,596,neutral
TRAIN_5594,But you-you can’t leave me with them! We-we’re a team! We’re playing a zone! They’re gonna triple team me!,Phoebe,596,anger
TRAIN_5595,"He’s got something plastic lodged in his throat, we’ve got to go to the hospital.",Monica,596,fear
TRAIN_5596,"But no, because a doctor won’t be able to help him, it’s just gonna y’know naturally pass through his system in like seven years.",Phoebe,596,neutral
TRAIN_5597,I think that’s gum.,Chandler,596,neutral
TRAIN_5598,I’m pretty sure it’s gun.,Phoebe,596,neutral
TRAIN_5599,"Okay, listen this really hurts. Let’s go.",Chandler,596,anger
TRAIN_5600,"A real man wouldn’t just run to the hospital!  No! What would, what would Krog do?",Phoebe,596,anger
TRAIN_5601,That was the only way I could get him to,Ross,596,neutral
TRAIN_5602,Hi! How are the Gellers?,Joey,596,neutral
TRAIN_5603,Don’t call us that!,Rachel,596,anger
TRAIN_5604,The judge wouldn’t let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,Ross,596,anger
TRAIN_5605,Hey! It’s Porsche!!,Joey,596,anger
TRAIN_5606,Hey sweetie!,Monica,597,joy
TRAIN_5607,Hey!,Chandler,597,joy
TRAIN_5608,There’s no back to this couch!,Chandler,597,surprise
TRAIN_5609,Why are you reading this? You hate this kind of stuff.,Monica,597,surprise
TRAIN_5610,"Yeah I know, but I figured a shot y’know?",Chandler,597,neutral
TRAIN_5611,"Maybe one of those stories would make me cry and then you wouldn’t think I was y’know, all dead inside.",Chandler,597,neutral
TRAIN_5612,"Oh that’s so sweet! Look Chandler I don’t care if you can’t cry, I love you.",Monica,597,joy
TRAIN_5613,Oh that makes me feel so warm in my hollow tin chest.,Chandler,597,neutral
TRAIN_5614,Stop it!,Monica,597,joy
TRAIN_5615,"No, I mean, come on, seriously think about it, we get married, we’re up at the altar and I’m like this.",Chandler,597,neutral
TRAIN_5616,"I won’t care, because I know you will be feeling it all in here.",Monica,597,neutral
TRAIN_5617,Yeah?,Chandler,597,neutral
TRAIN_5618,Of course he is!,Ross,598,joy
TRAIN_5619,"What, do you think I’d just use my son as-as an excuse?",Ross,598,joy
TRAIN_5620,What kind of father do you think I am?,Ross,598,anger
TRAIN_5621,"All right, sorry.",Monica,598,neutral
TRAIN_5622,I gotta go make a fake Ben.,Ross,598,neutral
TRAIN_5623,"The basket is totally empty! My God, the neighbors ate all the candy!",Monica,599,surprise
TRAIN_5624,"Well, either that or uh",Chandler,599,neutral
TRAIN_5625,Joey!!,Monica,599,anger
TRAIN_5626,Yeah?,Joey,599,neutral
TRAIN_5627,Did you eat all the neighbor candy?!,Monica,599,anger
TRAIN_5628,"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!",Joey,599,anger
TRAIN_5629,"Yeah, and they’ve been coming by all day. They love it!",Phoebe,599,joy
TRAIN_5630,They love my candy? Oh man!!! I’ve gotta go make more!!,Monica,599,joy
TRAIN_5631,"Hey Mon, you might wanna make some more lasagna too, because something might’ve happened to a huge chunk of it.",Joey,599,neutral
TRAIN_5632,Ross! The neighbors ate all my candy!!,Monica,599,joy
TRAIN_5633,Mine stole my newspaper! It’s like a,Ross,599,anger
TRAIN_5634,Sure!,Phoebe,599,neutral
TRAIN_5635,"Yeah, ever since you uh, told me that story about that bike I-I couldn’t stop thinking about it.",Ross,599,neutral
TRAIN_5636,"I mean, everyone should have a-a",Ross,599,neutral
TRAIN_5637,Oh my God Ross!!,Phoebe,599,surprise
TRAIN_5638,You like it?,Ross,599,joy
TRAIN_5639,I,Phoebe,599,neutral
TRAIN_5640,Yeah?,Ross,599,neutral
TRAIN_5641,Hello darlings.,Helena,600,neutral
TRAIN_5642,And there’s daddy!,Chandler,600,joy
TRAIN_5643,There he is! There he is!,Phoebe,601,surprise
TRAIN_5644,Where?,Monica,601,neutral
TRAIN_5645,Right- where we've been looking all night!,Phoebe,601,joy
TRAIN_5646,He is so cute!,Rachel,601,joy
TRAIN_5647,"Oh, George, baby, drop the towel!",Monica,601,joy
TRAIN_5648,"Yeah, drop it! Drop the towel! Please drop the——wowww.",All,601,joy
TRAIN_5649,"I've gotta tell you, Bob is terrific.",Monica,602,joy
TRAIN_5650,"Yeah, isn't he?",Angela,602,joy
TRAIN_5651,"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",Monica,602,joy
TRAIN_5652,You know what else? He's unbelievable in bed.,Angela,602,joy
TRAIN_5653,Wow. My brother never even told me when he lost his virginity.,Monica,602,surprise
TRAIN_5654,Huh. That's nice.,Angela,602,neutral
TRAIN_5655,"and the miracle was that that little bit of oil that should’ve just lasted just one day, burned for",Ross,603,neutral
TRAIN_5656,Eight whole days.,Ben,603,neutral
TRAIN_5657,"That’s right, and that’s why we celebrate Hanukkah today. The end.",Ross,603,joy
TRAIN_5658,Awesome!,Ben,603,joy
TRAIN_5659,Yeah?,Ross,603,surprise
TRAIN_5660,My favorite part was when,Chandler,603,neutral
TRAIN_5661,The Armadillo was actually not so,Ross,603,neutral
TRAIN_5662,Hey!,Rachel,603,joy
TRAIN_5663,Oh.,Phoebe,603,neutral
TRAIN_5664,Wow! It looks like the Easter Bunny’s funeral in here.,Rachel,603,surprise
TRAIN_5665,"Come on, come on, we’re-we’re-we’re lighting the candles!",Ross,603,joy
TRAIN_5666,Oh.,Rachel,603,neutral
TRAIN_5667,Oh.,Phoebe,603,neutral
TRAIN_5668,"Okay, I understand why",Phoebe,603,neutral
TRAIN_5669,"Yeah, sure. Good luck!",Pete,604,joy
TRAIN_5670,I’m quitting!! Woo-hoo!  I’m okay!! I’m all right!!,Monica,604,joy
TRAIN_5671,"Wow! That’s exciting, you went to Japan, made up a woman.",Phoebe,604,surprise
TRAIN_5672,What?,Pete,604,neutral
TRAIN_5673,"I’m just saying, this woman, I mean she’s fictitious. No?",Phoebe,604,surprise
TRAIN_5674,Why would you say that?,Pete,604,neutral
TRAIN_5675,‘Cause you’re still into Monica.,Phoebe,604,neutral
TRAIN_5676,"So you told her there was somebody else so she would agree to work with you, so ‘cause you figure oh if you spent a lot of time together, maybe something might happen, and...",Phoebe,604,neutral
TRAIN_5677,You’re good. You’re good!,Pete,604,joy
TRAIN_5678,"Yeah, no, I’m fairly intuitive and psychic. It’s a substantial gift.",Phoebe,604,neutral
TRAIN_5679,"Listen, can you promise me that you won’t tell her though?",Pete,604,fear
TRAIN_5680,"Absolutely, oh I promise. Tell her what?",Phoebe,604,neutral
TRAIN_5681,Thanks a lot.,Pete,604,neutral
TRAIN_5682,"No I’m serious. I mean I’m intuitive, but my memory sucks.",Phoebe,604,neutral
TRAIN_5683,"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",Rachel,605,neutral
TRAIN_5684,"For God's sake, will you let it go? There's no Rachel!",Man,605,anger
TRAIN_5685,"Oh, hey, hey, I got that.",Ross,605,neutral
TRAIN_5686,"Oh, thanks, sweetie.",Julie,605,joy
TRAIN_5687,No problem. I cannot wait for you to meet my friends.,Ross,605,joy
TRAIN_5688,Really?,Julie,605,surprise
TRAIN_5689,You don't think they'll judge and ridicule me?,Julie,605,fear
TRAIN_5690,"No, no, they will. I just... uh...",Ross,605,neutral
TRAIN_5691,Can't wait.,Julie,605,neutral
TRAIN_5692,Do I know you?,Monica,606,surprise
TRAIN_5693,"Oh my god, little Stevie Fisher? How've you been?",Monica,606,surprise
TRAIN_5694,"Good, good, I'm a lawyer now.",Steve,606,neutral
TRAIN_5695,You can't be a lawyer. You're eight.,Monica,606,surprise
TRAIN_5696,"Listen, it was nice to see you. I gotta run backstage.",Steve,606,joy
TRAIN_5697,"Uh, wait, backstage?",Monica,606,surprise
TRAIN_5698,"Oh, yeah, my firm represents the band.",Steve,606,neutral
TRAIN_5699,Ross.,Ross,606,neutral
TRAIN_5700,Chandler.,Chandler,606,neutral
TRAIN_5701,"Look, you guys wanna meet the group?",Steve,606,neutral
TRAIN_5702,Come on.,Steve,606,neutral
TRAIN_5703,"So, are you one of the ones who fooled around with my dad?",Steve,606,surprise
TRAIN_5704,Do you have any respect for your body?,Joey,607,disgust
TRAIN_5705,Don't you realise what you're-you're doing to yourself?,Ross,607,disgust
TRAIN_5706,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",Chandler,607,anger
TRAIN_5707,"The bottom line is, smoking is cool, and you know it.",Chandler,607,neutral
TRAIN_5708,"Chandler? It's Alan, he wants to speak to you.",Rachel,607,neutral
TRAIN_5709,Really?,Chandler,607,surprise
TRAIN_5710,He does?,Chandler,607,surprise
TRAIN_5711,"Hey, buddy, what's up!",Chandler,607,joy
TRAIN_5712,"Oh, she told you about that, huh.",Chandler,607,surprise
TRAIN_5713,"Well, yeah, I have one now and then.",Chandler,607,neutral
TRAIN_5714,"Well, yeah, now.",Chandler,607,neutral
TRAIN_5715,"Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before.",Chandler,607,neutral
TRAIN_5716,"Well, okay, thanks!",Chandler,607,joy
TRAIN_5717,"God, he's good.",Rachel,607,joy
TRAIN_5718,If only he were a woman.,Ross,607,neutral
TRAIN_5719,Yeah.,Rachel,607,neutral
TRAIN_5720,"Oh, look look look.",Phoebe,608,surprise
TRAIN_5721,The last candle's about to burn out.,Phoebe,608,neutral
TRAIN_5722,"10, 9, 8, 7... ... negative 46, negative 47, negative 48....",Phoebe,608,neutral
TRAIN_5723,Thank you.,Ross,608,neutral
TRAIN_5724,Thanks.,Phoebe,608,neutral
TRAIN_5725,Kinda... spooky without any lights.,Ross,608,fear
TRAIN_5726,Bwah-hah-hah!,Joey,608,joy
TRAIN_5727,"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",Ross,608,joy
TRAIN_5728,Oh.. oh... oh.,Ross,608,neutral
TRAIN_5729,"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",Joey,608,neutral
TRAIN_5730,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?",Rachel,609,neutral
TRAIN_5731,You blew them away!,Charlie,610,joy
TRAIN_5732,"Oh, I can't tell you how great it was to look at the crowd and see your face!",Ross,610,joy
TRAIN_5733,"I mean... uh, did you know you were  mouthing the words along with me?",Ross,610,neutral
TRAIN_5734,I was,Charlie,610,surprise
TRAIN_5735,"No, it's ok! Made me feel like a rock star!",Ross,610,joy
TRAIN_5736,Oh my God!  I'm your,Charlie,610,surprise
TRAIN_5737,I'd better not found you naked in my hotel room!,Ross,610,joy
TRAIN_5738,"Look, I took it too far!",Ross,610,joy
TRAIN_5739,"Okay, Monica: Right foot red.",Ross,611,neutral
TRAIN_5740,Could've played,Monica,611,neutral
TRAIN_5741,Thanks.,Chandler,611,neutral
TRAIN_5742,"Okay, Pheebs: Right hand blue. Good.",Ross,611,neutral
TRAIN_5743,"Hello? Oh, uh, Rachel, it's the",Chandler,611,neutral
TRAIN_5744,"Oh, okay. Will you take my place?",Rachel,611,neutral
TRAIN_5745,"Alright.  Yes, this is Rachel.",Chandler,611,neutral
TRAIN_5746,Nooo!,Rachel,611,surprise
TRAIN_5747,Hello?,Rachel,611,neutral
TRAIN_5748,"Oh, yeah, no, I know, I-I haven't been using it much.",Rachel,611,neutral
TRAIN_5749,"Oh, well, thanks, but, I'm okay, really.",Rachel,611,joy
TRAIN_5750,Green. To the green.,Ross,611,neutral
TRAIN_5751,I've got magic beans.  Never-never mind.,Rachel,611,neutral
TRAIN_5752,"To the left, to the left- aww!",Chandler,611,neutral
TRAIN_5753,Ohhh... I'm fine.,Rachel,611,neutral
TRAIN_5754,Hey!,Joey,612,joy
TRAIN_5755,Please tell me you got the message!,Chandler,612,fear
TRAIN_5756,What message?,Joey,612,neutral
TRAIN_5757,"The actor playing Mac couldn’t do it, they needed to see you at 2 o’clock.",Chandler,612,neutral
TRAIN_5758,What?! It’s 6 o’clock!,Joey,612,surprise
TRAIN_5759,"Du-du-I wrote it, I wrote it on the board!",Chandler,612,fear
TRAIN_5760,"I wrote it on the board, then I went all over New York City looking for ya!",Chandler,612,anger
TRAIN_5761,I went to Ross’s!,Chandler,612,neutral
TRAIN_5762,I went to the coffeehouse!,Chandler,612,neutral
TRAIN_5763,I went to any place that they made sandwiches!,Chandler,612,neutral
TRAIN_5764,"That’s the day you’re gonna die? See—darnit, I’ve got shuffleboard that day.",Ross,613,neutral
TRAIN_5765,That’s what you think.,Phoebe,613,neutral
TRAIN_5766,"Well, I mean what about friends of your grandmother’s? Wouldn’t they have the recipe?",Monica,613,neutral
TRAIN_5767,"Well, y’know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse.",Phoebe,613,neutral
TRAIN_5768,What was her name?,Monica,613,neutral
TRAIN_5769,Nestley Toulouse.,Phoebe,613,neutral
TRAIN_5770,Nestlé Toll House?,Monica,613,neutral
TRAIN_5771,"Oh, you Americans always butcher the French language.",Phoebe,613,neutral
TRAIN_5772,Yes!!  Oh.,Phoebe,613,surprise
TRAIN_5773,I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,Monica,613,anger
TRAIN_5774,I know! You see it is stuff like this which is why  you’re burning in hell!!,Phoebe,613,anger
TRAIN_5775,"So, we're decided, no on plaid, yes on pink?",Kim,614,neutral
TRAIN_5776,Absolutely!,Nancy,614,joy
TRAIN_5777,I am so on board!,Rachel,614,joy
TRAIN_5778,Rachel didn't you just light that?,Kim,614,neutral
TRAIN_5779,"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach.",Rachel,614,neutral
TRAIN_5780,I've actually been thinking about quitting lately.,Nancy,614,neutral
TRAIN_5781,"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like",Kim,614,disgust
TRAIN_5782,Tell me about it!,Nancy,614,neutral
TRAIN_5783,Well then let's just quit! We'll just quit! Let's all quit!,Rachel,614,joy
TRAIN_5784,It does sound appealing.,Kim,614,neutral
TRAIN_5785,"Oh, I never could do it.",Nancy,614,joy
TRAIN_5786,Oh but you could.,Rachel,614,neutral
TRAIN_5787,You can.,Rachel,614,neutral
TRAIN_5788,Absolutely!,Rachel,614,joy
TRAIN_5789,We can help each other out!,Rachel,614,joy
TRAIN_5790,We can get--what are those--those patches!,Rachel,614,neutral
TRAIN_5791,We could be like the Patch Sisters!,Rachel,614,joy
TRAIN_5792,"Oh y'know, we really should quit. Okay, let's quit!",Kim,614,joy
TRAIN_5793,Yes! Great! Give me those cigs! Give it! Give it!,Rachel,614,joy
TRAIN_5794,My late husband gave me that lighter.  I'm not kidding.,Kim,614,sadness
TRAIN_5795,Okay then!,Rachel,614,joy
TRAIN_5796,"Well, maybe it's a contest, y'know? Like, collect all five?",Chandler,615,neutral
TRAIN_5797,"Does, um, anyone wanna see?",Phoebe,615,neutral
TRAIN_5798,Nooo..,All,615,disgust
TRAIN_5799,"Oh, hey, don't do that! Cut it out!",All,615,anger
TRAIN_5800,It's worse than the thumb!,Rachel,615,disgust
TRAIN_5801,"Hey, this is so unfair!",Chandler,615,anger
TRAIN_5802,"Oh, why is it unfair?",Monica,615,surprise
TRAIN_5803,So I have a flaw!,Chandler,615,anger
TRAIN_5804,Big deal!,Chandler,615,anger
TRAIN_5805,Like Joey's constant knuckle-cracking isn't annoying?,Chandler,615,anger
TRAIN_5806,"And Ross, with his over-pronouncing every single word?",Chandler,615,anger
TRAIN_5807,"And Monica, with that snort when she laughs?",Chandler,615,anger
TRAIN_5808,"I mean, what the hell is that thing?",Chandler,615,disgust
TRAIN_5809,"...I accept all those flaws, why can't you accept me for this?",Chandler,615,anger
TRAIN_5810,...Does the knuckle-cracking bother everybody?,Joey,615,anger
TRAIN_5811,"Well, I-I could live without it.",Rachel,615,neutral
TRAIN_5812,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",Joey,615,neutral
TRAIN_5813,"Oh, now, don't listen to him, Pheebs, I think it's endearing.",Ross,615,neutral
TRAIN_5814,"Oh,  ""you do, do you""?",Joey,615,anger
TRAIN_5815,"You know, there's nothing wrong with speaking correctly.",Ross,615,neutral
